0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
1.0,0.98873,0.99323,0.95502,0.96529,0.9712,0.95868,0.9716,0.96294,0.98065,0.94678,0.9174,0.98321,0.95846,0.98819,0.95409,0.97069,0.94678,0.97363,0.97538,0.97706,0.90735,0.89596,0.95572,0.93601,0.98731,0.96629,0.95644,0.96436,0.96142,0.99514,0.96384,0.95672,0.96422,0.9453,0.9526,0.97896,0.94304,0.94152,0.9798,0.96027,0.97364,0.93705,0.98206,0.99177,0.98484,0.98804,0.92904,0.9615,0.98715
0.98873,1.0,0.98111,0.94176,0.9438,0.95287,0.93765,0.98484,0.93939,0.97552,0.91641,0.88851,0.98267,0.94629,0.99483,0.97508,0.96094,0.91641,0.98438,0.98084,0.99286,0.86675,0.89672,0.93433,0.918,0.97421,0.97622,0.97129,0.9701,0.9633,0.99168,0.95699,0.9633,0.98145,0.96895,0.9715,0.96192,0.92494,0.96826,0.97862,0.97662,0.986,0.96483,0.98803,0.99058,0.99479,0.97799,0.90385,0.93827,0.99608
0.99323,0.98111,1.0,0.96615,0.97349,0.97974,0.97473,0.96661,0.97201,0.98294,0.95979,0.9426,0.98576,0.97835,0.98429,0.94966,0.98306,0.95979,0.96826,0.97693,0.97654,0.92208,0.90105,0.97071,0.95296,0.99457,0.96622,0.95245,0.95922,0.96423,0.99566,0.97473,0.95815,0.95944,0.93448,0.94641,0.98457,0.96562,0.93435,0.98075,0.95497,0.97403,0.92203,0.98727,0.98847,0.98346,0.997,0.94647,0.97124,0.98405
0.95502,0.94176,0.96615,1.0,0.9836,0.991,0.98237,0.96619,0.97049,0.98666,0.96531,0.95215,0.97008,0.98889,0.96464,0.90255,0.99273,0.96531,0.94118,0.95656,0.93172,0.9486,0.9178,0.99077,0.97126,0.96981,0.91407,0.94123,0.90201,0.93063,0.9649,0.98371,0.94694,0.91498,0.89065,0.89091,0.97416,0.97595,0.89071,0.94437,0.91304,0.94114,0.8656,0.95911,0.95068,0.9494,0.96656,0.96686,0.97832,0.94491
0.96529,0.9438,0.97349,0.9836,1.0,0.9953,0.99325,0.94517,0.99205,0.97796,0.99202,0.98023,0.95523,0.97643,0.9572,0.88345,0.98199,0.99202,0.92143,0.93443,0.92623,0.97981,0.86235,0.99456,0.98958,0.98441,0.9001,0.90668,0.89208,0.90383,0.9671,0.96002,0.913,0.89769,0.86348,0.8737,0.99513,0.98799,0.86387,0.93186,0.89022,0.9246,0.84695,0.94878,0.94827,0.94875,0.98094,0.99042,0.99858,0.94223
0.9712,0.95287,0.97974,0.991,0.9953,1.0,0.99097,0.95768,0.99,0.98641,0.98374,0.97239,0.96949,0.9839,0.96831,0.90276,0.99272,0.98374,0.94386,0.95624,0.93919,0.96716,0.8991,0.9928,0.98579,0.98371,0.91559,0.92753,0.90379,0.92515,0.97409,0.97585,0.9391,0.91432,0.88908,0.89118,0.99133,0.98647,0.8903,0.94629,0.91281,0.94145,0.86702,0.9652,0.95891,0.95832,0.98256,0.98248,0.9941,0.95696
0.95868,0.93765,0.97473,0.98237,0.99325,0.99097,1.0,0.93929,0.98791,0.97218,0.99259,0.98273,0.95635,0.98678,0.9554,0.88758,0.98489,0.99259,0.91523,0.9406,0.92855,0.97611,0.86359,0.99546,0.98534,0.98633,0.9096,0.9063,0.90001,0.91541,0.96509,0.9653,0.91585,0.90115,0.86441,0.87887,0.99139,0.98883,0.8652,0.93875,0.89286,0.93013,0.84614,0.95054,0.94608,0.94648,0.98196,0.98742,0.99386,0.93834
0.9716,0.98484,0.96661,0.96619,0.94517,0.95768,0.93929,1.0,0.93205,0.98433,0.91061,0.88355,0.98426,0.96077,0.99289,0.96475,0.97113,0.91061,0.98144,0.98154,0.97856,0.86831,0.92443,0.94524,0.92055,0.96153,0.96328,0.98492,0.95545,0.96157,0.98149,0.97269,0.97558,0.97341,0.96346,0.95724,0.95138,0.92725,0.96039,0.97054,0.96908,0.98173,0.95238,0.9819,0.97811,0.98417,0.96228,0.90539,0.93646,0.98165
0.96294,0.93939,0.97201,0.97049,0.99205,0.99,0.98791,0.93205,1.0,0.96257,0.99252,0.98003,0.94128,0.96677,0.9506,0.8669,0.97287,0.99252,0.92143,0.93102,0.91872,0.97947,0.84944,0.98224,0.99203,0.97792,0.88717,0.88816,0.87901,0.89066,0.95953,0.9429,0.90502,0.88273,0.85427,0.85649,0.99319,0.98188,0.85332,0.91789,0.87604,0.91314,0.83185,0.94471,0.93767,0.93862,0.97773,0.98926,0.99428,0.94319
0.98065,0.97552,0.98294,0.98666,0.97796,0.98641,0.97218,0.98433,0.96257,1.0,0.95094,0.93611,0.99215,0.98129,0.98648,0.95006,0.9924,0.95094,0.96911,0.97743,0.96705,0.92146,0.92935,0.97991,0.95479,0.98216,0.95386,0.97132,0.94289,0.95841,0.98846,0.98895,0.96837,0.9579,0.93819,0.9408,0.97767,0.96738,0.93978,0.97473,0.9548,0.97355,0.92414,0.98329,0.98172,0.98163,0.98202,0.94876,0.9723,0.9759
0.94678,0.91641,0.95979,0.96531,0.99202,0.98374,0.99259,0.91061,0.99252,0.95094,1.0,0.98591,0.92737,0.96464,0.93269,0.84613,0.96447,1.0,0.88745,0.9094,0.89896,0.99185,0.82087,0.98554,0.98764,0.97511,0.87277,0.86474,0.86691,0.87743,0.94565,0.93622,0.87944,0.86277,0.82346,0.83774,0.98917,0.98035,0.82202,0.90681,0.85411,0.89541,0.80515,0.92357,0.92348,0.9219,0.96938,0.99184,0.99442,0.91633
0.9174,0.88851,0.9426,0.95215,0.98023,0.97239,0.98273,0.88355,0.98003,0.93611,0.98591,1.0,0.90779,0.95761,0.90341,0.82214,0.95546,0.98591,0.86222,0.88496,0.87649,0.98387,0.80808,0.97838,0.98945,0.95643,0.84394,0.83858,0.82773,0.8467,0.92394,0.92222,0.85741,0.83417,0.79041,0.80724,0.9722,0.99163,0.79817,0.88017,0.82566,0.87117,0.77071,0.90926,0.89557,0.90222,0.95738,0.99418,0.98599,0.89457
0.98321,0.98267,0.98576,0.97008,0.95523,0.96949,0.95635,0.98426,0.94128,0.99215,0.92737,0.90779,1.0,0.97538,0.99088,0.97564,0.98536,0.92737,0.98077,0.99125,0.98271,0.8848,0.94174,0.96001,0.9256,0.97923,0.98055,0.98613,0.97051,0.98474,0.99242,0.99055,0.98294,0.98155,0.96595,0.97044,0.96282,0.9464,0.96627,0.99333,0.98038,0.99146,0.95342,0.99251,0.99292,0.98847,0.97996,0.91666,0.94883,0.98468
0.95846,0.94629,0.97835,0.98889,0.97643,0.9839,0.98678,0.96077,0.96677,0.98129,0.96464,0.95761,0.97538,1.0,0.96658,0.92014,0.99343,0.96464,0.94045,0.96465,0.94863,0.93841,0.91018,0.98775,0.96465,0.9804,0.93875,0.94253,0.92505,0.94871,0.97343,0.98678,0.95144,0.93073,0.9012,0.911,0.97347,0.97965,0.90263,0.9601,0.92678,0.95527,0.88003,0.97026,0.96006,0.95974,0.97934,0.96054,0.97354,0.952
0.98819,0.99483,0.98429,0.96464,0.9572,0.96831,0.9554,0.99289,0.9506,0.98648,0.93269,0.90341,0.99088,0.96658,1.0,0.97186,0.9778,0.93269,0.98492,0.99016,0.98874,0.88836,0.91691,0.95336,0.93253,0.98015,0.97587,0.97903,0.96953,0.97223,0.99334,0.97571,0.97563,0.97986,0.9676,0.96665,0.96951,0.93867,0.96482,0.98368,0.97605,0.98983,0.95766,0.99149,0.99098,0.99337,0.98045,0.91991,0.95167,0.99297
0.95409,0.97508,0.94966,0.90255,0.88345,0.90276,0.88758,0.96475,0.8669,0.95006,0.84613,0.82214,0.97564,0.92014,0.97186,1.0,0.93214,0.84613,0.9684,0.97637,0.98746,0.78231,0.91231,0.88662,0.84435,0.93618,0.992,0.98145,0.98243,0.98146,0.96719,0.95007,0.96804,0.99501,0.98813,0.99676,0.90346,0.87381,0.99213,0.98358,0.99626,0.99062,0.99181,0.977,0.97974,0.98183,0.94088,0.82928,0.87607,0.97455
0.97069,0.96094,0.98306,0.99273,0.98199,0.99272,0.98489,0.97113,0.97287,0.9924,0.96447,0.95546,0.98536,0.99343,0.9778,0.93214,1.0,0.96447,0.95912,0.97598,0.95679,0.93868,0.93017,0.98791,0.96848,0.98265,0.94235,0.95533,0.92709,0.95338,0.9809,0.9926,0.96418,0.94102,0.91924,0.92082,0.97984,0.9805,0.92201,0.96698,0.94003,0.96449,0.8965,0.98045,0.97021,0.97009,0.98287,0.96305,0.979,0.96696
0.94678,0.91641,0.95979,0.96531,0.99202,0.98374,0.99259,0.91061,0.99252,0.95094,1.0,0.98591,0.92737,0.96464,0.93269,0.84613,0.96447,1.0,0.88745,0.9094,0.89896,0.99185,0.82087,0.98554,0.98764,0.97511,0.87277,0.86474,0.86691,0.87743,0.94565,0.93622,0.87944,0.86277,0.82346,0.83774,0.98917,0.98035,0.82202,0.90681,0.85411,0.89541,0.80515,0.92357,0.92348,0.9219,0.96938,0.99184,0.99442,0.91633
0.97363,0.98438,0.96826,0.94118,0.92143,0.94386,0.91523,0.98144,0.92143,0.96911,0.88745,0.86222,0.98077,0.94045,0.98492,0.9684,0.95912,0.88745,1.0,0.98825,0.97857,0.83757,0.94663,0.91744,0.89932,0.94912,0.96652,0.98084,0.95607,0.96967,0.9766,0.96061,0.98514,0.97469,0.9794,0.9624,0.93593,0.90834,0.97687,0.97239,0.97805,0.98185,0.95876,0.98741,0.97929,0.97778,0.95637,0.87893,0.91422,0.99094
0.97538,0.98084,0.97693,0.95656,0.93443,0.95624,0.9406,0.98154,0.93102,0.97743,0.9094,0.88496,0.99125,0.96465,0.99016,0.97637,0.97598,0.9094,0.98825,1.0,0.98283,0.86088,0.95065,0.93752,0.91035,0.96394,0.97917,0.98351,0.96729,0.98554,0.98287,0.98148,0.99067,0.97961,0.97666,0.96923,0.94704,0.92586,0.97665,0.98746,0.98343,0.99181,0.9582,0.99346,0.98472,0.98323,0.96728,0.89628,0.92969,0.98825
0.97706,0.99286,0.97654,0.93172,0.92623,0.93919,0.92855,0.97856,0.91872,0.96705,0.89896,0.87649,0.98271,0.94863,0.98874,0.98746,0.95679,0.89896,0.97857,0.98283,1.0,0.8423,0.89952,0.92371,0.89952,0.96736,0.98897,0.97378,0.97884,0.97483,0.98796,0.96036,0.96557,0.98918,0.97413,0.9836,0.94483,0.91608,0.97699,0.98444,0.98712,0.99186,0.97287,0.99068,0.99007,0.99616,0.97265,0.88439,0.92113,0.99163
0.90735,0.86675,0.92208,0.9486,0.97981,0.96716,0.97611,0.86831,0.97947,0.92146,0.99185,0.98387,0.8848,0.93841,0.88836,0.78231,0.93868,0.99185,0.83757,0.86088,0.8423,1.0,0.78097,0.97265,0.9818,0.94234,0.81028,0.81222,0.80401,0.82021,0.90382,0.90307,0.83093,0.80045,0.75763,0.77055,0.96776,0.96865,0.75667,0.85474,0.79239,0.84,0.73572,0.87711,0.8757,0.87381,0.93488,0.99062,0.98357,0.86748
0.89596,0.89672,0.90105,0.9178,0.86235,0.8991,0.86359,0.92443,0.84944,0.92935,0.82087,0.80808,0.94174,0.91018,0.91691,0.91231,0.93017,0.82087,0.94663,0.95065,0.89952,0.78097,1.0,0.87845,0.83482,0.87744,0.90562,0.95264,0.88269,0.94136,0.90598,0.95035,0.97433,0.91533,0.93146,0.89866,0.85933,0.86405,0.93291,0.92918,0.92852,0.93084,0.88757,0.93439,0.91387,0.90344,0.88227,0.82062,0.85262,0.91473
0.95572,0.93433,0.97071,0.99077,0.99456,0.9928,0.99546,0.94524,0.98224,0.97991,0.98554,0.97838,0.96001,0.98775,0.95336,0.88662,0.98791,0.98554,0.91744,0.93752,0.92371,0.97265,0.87845,1.0,0.9834,0.98126,0.90552,0.91582,0.89523,0.91469,0.96403,0.97158,0.9199,0.90112,0.86395,0.87722,0.98698,0.98963,0.86515,0.93769,0.8925,0.92818,0.84475,0.94871,0.94557,0.94428,0.97671,0.98539,0.99247,0.93422
0.93601,0.918,0.95296,0.97126,0.98958,0.98579,0.98534,0.92055,0.99203,0.95479,0.98764,0.98945,0.9256,0.96465,0.93253,0.84435,0.96848,0.98764,0.89932,0.91035,0.89952,0.9818,0.83482,0.9834,1.0,0.9635,0.85983,0.87067,0.84618,0.86361,0.94063,0.93493,0.88566,0.85854,0.82546,0.82902,0.98336,0.99009,0.82934,0.89293,0.85102,0.89338,0.80255,0.92956,0.91348,0.92284,0.96455,0.9967,0.99235,0.92219
0.98731,0.97421,0.99457,0.96981,0.98441,0.98371,0.98633,0.96153,0.97792,0.98216,0.97511,0.95643,0.97923,0.9804,0.98015,0.93618,0.98265,0.97511,0.94912,0.96394,0.96736,0.94234,0.87744,0.98126,0.9635,1.0,0.95508,0.94027,0.94948,0.95117,0.99102,0.97111,0.94179,0.94889,0.91622,0.93317,0.99318,0.9733,0.91463,0.97272,0.93936,0.96554,0.90674,0.97597,0.98107,0.97826,0.99755,0.96105,0.98237,0.97153
0.96629,0.97622,0.96622,0.91407,0.9001,0.91559,0.9096,0.96328,0.88717,0.95386,0.87277,0.84394,0.98055,0.93875,0.97587,0.992,0.94235,0.87277,0.96652,0.97917,0.98897,0.81028,0.90562,0.90552,0.85983,0.95508,1.0,0.97724,0.99495,0.9913,0.97762,0.95776,0.96684,0.99455,0.97963,0.99485,0.92095,0.88875,0.97826,0.99333,0.99154,0.99244,0.98013,0.97904,0.98703,0.98198,0.95643,0.84798,0.89308,0.97492
0.95644,0.97129,0.95245,0.94123,0.90668,0.92753,0.9063,0.98492,0.88816,0.97132,0.86474,0.83858,0.98613,0.94253,0.97903,0.98145,0.95533,0.86474,0.98084,0.98351,0.97378,0.81222,0.95264,0.91582,0.87067,0.94027,0.97724,1.0,0.96817,0.98217,0.96908,0.97056,0.98767,0.98767,0.98415,0.97716,0.91652,0.89407,0.98155,0.98161,0.98395,0.98848,0.97133,0.97761,0.97574,0.97359,0.94133,0.85528,0.89609,0.97099
0.96436,0.9701,0.95922,0.90201,0.89208,0.90379,0.90001,0.95545,0.87901,0.94289,0.86691,0.82773,0.97051,0.92505,0.96953,0.98243,0.92709,0.86691,0.95607,0.96729,0.97884,0.80401,0.88269,0.89523,0.84618,0.94948,0.99495,0.96817,1.0,0.98524,0.97118,0.94242,0.95307,0.98843,0.9719,0.99042,0.91513,0.87093,0.96504,0.9871,0.98179,0.98321,0.97698,0.9652,0.98171,0.97159,0.94763,0.83524,0.88399,0.96457
0.96142,0.9633,0.96423,0.93063,0.90383,0.92515,0.91541,0.96157,0.89066,0.95841,0.87743,0.8467,0.98474,0.94871,0.97223,0.98146,0.95338,0.87743,0.96967,0.98554,0.97483,0.82021,0.94136,0.91469,0.86361,0.95117,0.9913,0.98217,0.98524,1.0,0.97145,0.97244,0.9816,0.98676,0.97659,0.98336,0.9189,0.893,0.97308,0.99432,0.9877,0.98949,0.96471,0.97738,0.98246,0.9696,0.95035,0.85231,0.89588,0.9669
0.99514,0.99168,0.99566,0.9649,0.9671,0.97409,0.96509,0.98149,0.95953,0.98846,0.94565,0.92394,0.99242,0.97343,0.99334,0.96719,0.9809,0.94565,0.9766,0.98287,0.98796,0.90382,0.90598,0.96403,0.94063,0.99102,0.97762,0.96908,0.97118,0.97145,1.0,0.97745,0.96511,0.97513,0.95274,0.96396,0.97842,0.95379,0.9526,0.9875,0.97072,0.98471,0.94588,0.99141,0.99573,0.99378,0.99275,0.93242,0.96236,0.99061
0.96384,0.95699,0.97473,0.98371,0.96002,0.97585,0.9653,0.97269,0.9429,0.98895,0.93622,0.92222,0.99055,0.98678,0.97571,0.95007,0.9926,0.93622,0.96061,0.98148,0.96036,0.90307,0.95035,0.97158,0.93493,0.97111,0.95776,0.97056,0.94242,0.97244,0.97745,1.0,0.97623,0.95586,0.93642,0.94047,0.95764,0.95704,0.93893,0.97868,0.95856,0.97416,0.9161,0.98056,0.97489,0.97028,0.96984,0.92918,0.95418,0.96318
0.95672,0.9633,0.95815,0.94694,0.913,0.9391,0.91585,0.97558,0.90502,0.96837,0.87944,0.85741,0.98294,0.95144,0.97563,0.96804,0.96418,0.87944,0.98514,0.99067,0.96557,0.83093,0.97433,0.9199,0.88566,0.94179,0.96684,0.98767,0.95307,0.9816,0.96511,0.97623,1.0,0.97401,0.9784,0.95922,0.92117,0.90677,0.97523,0.97711,0.97702,0.98431,0.95275,0.98285,0.97074,0.96691,0.94486,0.86942,0.90614,0.9728
0.96422,0.98145,0.95944,0.91498,0.89769,0.91432,0.90115,0.97341,0.88273,0.9579,0.86277,0.83417,0.98155,0.93073,0.97986,0.99501,0.94102,0.86277,0.97469,0.97961,0.98918,0.80045,0.91533,0.90112,0.85854,0.94889,0.99455,0.98767,0.98843,0.98676,0.97513,0.95586,0.97401,1.0,0.98932,0.99562,0.91764,0.88434,0.98744,0.98926,0.99342,0.99532,0.98837,0.97976,0.98508,0.98378,0.95068,0.84348,0.88967,0.97811
0.9453,0.96895,0.93448,0.89065,0.86348,0.88908,0.86441,0.96346,0.85427,0.93819,0.82346,0.79041,0.96595,0.9012,0.9676,0.98813,0.91924,0.82346,0.9794,0.97666,0.97413,0.75763,0.93146,0.86395,0.82546,0.91622,0.97963,0.98415,0.9719,0.97659,0.95274,0.93642,0.9784,0.98932,1.0,0.98573,0.88588,0.84769,0.99552,0.97236,0.99026,0.98523,0.99095,0.96901,0.96777,0.96667,0.92057,0.80478,0.85483,0.97098
0.9526,0.9715,0.94641,0.89091,0.8737,0.89118,0.87887,0.95724,0.85649,0.9408,0.83774,0.80724,0.97044,0.911,0.96665,0.99676,0.92082,0.83774,0.9624,0.96923,0.9836,0.77055,0.89866,0.87722,0.82902,0.93317,0.99485,0.97716,0.99042,0.98336,0.96396,0.94047,0.95922,0.99562,0.98573,1.0,0.89686,0.8595,0.9865,0.98421,0.99355,0.98732,0.99202,0.96812,0.97835,0.97513,0.93603,0.81474,0.86494,0.96773
0.97896,0.96192,0.98457,0.97416,0.99513,0.99133,0.99139,0.95138,0.99319,0.97767,0.98917,0.9722,0.96282,0.97347,0.96951,0.90346,0.97984,0.98917,0.93593,0.94704,0.94483,0.96776,0.85933,0.98698,0.98336,0.99318,0.92095,0.91652,0.91513,0.9189,0.97842,0.95764,0.92117,0.91764,0.88588,0.89686,1.0,0.98128,0.88483,0.94626,0.90836,0.94057,0.87239,0.96042,0.96199,0.96202,0.99069,0.98173,0.99459,0.95945
0.94304,0.92494,0.96562,0.97595,0.98799,0.98647,0.98883,0.92725,0.98188,0.96738,0.98035,0.99163,0.9464,0.97965,0.93867,0.87381,0.9805,0.98035,0.90834,0.92586,0.91608,0.96865,0.86405,0.98963,0.99009,0.9733,0.88875,0.89407,0.87093,0.893,0.95379,0.95704,0.90677,0.88434,0.84769,0.8595,0.98128,1.0,0.85542,0.91997,0.87736,0.91546,0.82723,0.9459,0.93104,0.93736,0.97603,0.98993,0.98946,0.93096
0.94152,0.96826,0.93435,0.89071,0.86387,0.8903,0.8652,0.96039,0.85332,0.93978,0.82202,0.79817,0.96627,0.90263,0.96482,0.99213,0.92201,0.82202,0.97687,0.97665,0.97699,0.75667,0.93291,0.86515,0.82934,0.91463,0.97826,0.98155,0.96504,0.97308,0.9526,0.93893,0.97523,0.98744,0.99552,0.9865,0.88483,0.85542,1.0,0.97085,0.9912,0.9841,0.98948,0.97216,0.96633,0.96992,0.92267,0.80956,0.8561,0.97223
0.9798,0.97862,0.98075,0.94437,0.93186,0.94629,0.93875,0.97054,0.91789,0.97473,0.90681,0.88017,0.99333,0.9601,0.98368,0.98358,0.96698,0.90681,0.97239,0.98746,0.98444,0.85474,0.92918,0.93769,0.89293,0.97272,0.99333,0.98161,0.9871,0.99432,0.9875,0.97868,0.97711,0.98926,0.97236,0.98421,0.94626,0.91997,0.97085,1.0,0.98667,0.99367,0.96463,0.98577,0.9934,0.98425,0.97206,0.88551,0.92531,0.97867
0.96027,0.97662,0.95497,0.91304,0.89022,0.91281,0.89286,0.96908,0.87604,0.9548,0.85411,0.82566,0.98038,0.92678,0.97605,0.99626,0.94003,0.85411,0.97805,0.98343,0.98712,0.79239,0.92852,0.8925,0.85102,0.93936,0.99154,0.98395,0.98179,0.9877,0.97072,0.95856,0.97702,0.99342,0.99026,0.99355,0.90836,0.87736,0.9912,0.98667,1.0,0.99157,0.98731,0.98063,0.98432,0.98131,0.94343,0.83476,0.88197,0.97874
0.97364,0.986,0.97403,0.94114,0.9246,0.94145,0.93013,0.98173,0.91314,0.97355,0.89541,0.87117,0.99146,0.95527,0.98983,0.99062,0.96449,0.89541,0.98185,0.99181,0.99186,0.84,0.93084,0.92818,0.89338,0.96554,0.99244,0.98848,0.98321,0.98949,0.98471,0.97416,0.98431,0.99532,0.98523,0.98732,0.94057,0.91546,0.9841,0.99367,0.99157,1.0,0.977,0.99157,0.98983,0.99021,0.96718,0.87946,0.91868,0.98665
0.93705,0.96483,0.92203,0.8656,0.84695,0.86702,0.84614,0.95238,0.83185,0.92414,0.80515,0.77071,0.95342,0.88003,0.95766,0.99181,0.8965,0.80515,0.95876,0.9582,0.97287,0.73572,0.88757,0.84475,0.80255,0.90674,0.98013,0.97133,0.97698,0.96471,0.94588,0.9161,0.95275,0.98837,0.99095,0.99202,0.87239,0.82723,0.98948,0.96463,0.98731,0.977,1.0,0.95533,0.96321,0.9651,0.91078,0.78358,0.83822,0.96084
0.98206,0.98803,0.98727,0.95911,0.94878,0.9652,0.95054,0.9819,0.94471,0.98329,0.92357,0.90926,0.99251,0.97026,0.99149,0.977,0.98045,0.92357,0.98741,0.99346,0.99068,0.87711,0.93439,0.94871,0.92956,0.97597,0.97904,0.97761,0.9652,0.97738,0.99141,0.98056,0.98285,0.97976,0.96901,0.96812,0.96042,0.9459,0.97216,0.98577,0.98063,0.99157,0.95533,1.0,0.99016,0.99327,0.98196,0.91536,0.94535,0.99476
0.99177,0.99058,0.98847,0.95068,0.94827,0.95891,0.94608,0.97811,0.93767,0.98172,0.92348,0.89557,0.99292,0.96006,0.99098,0.97974,0.97021,0.92348,0.97929,0.98472,0.99007,0.8757,0.91387,0.94557,0.91348,0.98107,0.98703,0.97574,0.98171,0.98246,0.99573,0.97489,0.97074,0.98508,0.96777,0.97835,0.96199,0.93104,0.96633,0.9934,0.98432,0.98983,0.96321,0.99016,1.0,0.9934,0.98214,0.90411,0.94199,0.98973
0.98484,0.99479,0.98346,0.9494,0.94875,0.95832,0.94648,0.98417,0.93862,0.98163,0.9219,0.90222,0.98847,0.95974,0.99337,0.98183,0.97009,0.9219,0.97778,0.98323,0.99616,0.87381,0.90344,0.94428,0.92284,0.97826,0.98198,0.97359,0.97159,0.9696,0.99378,0.97028,0.96691,0.98378,0.96667,0.97513,0.96202,0.93736,0.96992,0.98425,0.98131,0.99021,0.9651,0.99327,0.9934,1.0,0.98222,0.91106,0.94428,0.99327
0.98804,0.97799,0.997,0.96656,0.98094,0.98256,0.98196,0.96228,0.97773,0.98202,0.96938,0.95738,0.97996,0.97934,0.98045,0.94088,0.98287,0.96938,0.95637,0.96728,0.97265,0.93488,0.88227,0.97671,0.96455,0.99755,0.95643,0.94133,0.94763,0.95035,0.99275,0.96984,0.94486,0.95068,0.92057,0.93603,0.99069,0.97603,0.92267,0.97206,0.94343,0.96718,0.91078,0.98196,0.98214,0.98222,1.0,0.95981,0.9796,0.97861
0.92904,0.90385,0.94647,0.96686,0.99042,0.98248,0.98742,0.90539,0.98926,0.94876,0.99184,0.99418,0.91666,0.96054,0.91991,0.82928,0.96305,0.99184,0.87893,0.89628,0.88439,0.99062,0.82062,0.98539,0.9967,0.96105,0.84798,0.85528,0.83524,0.85231,0.93242,0.92918,0.86942,0.84348,0.80478,0.81474,0.98173,0.98993,0.80956,0.88551,0.83476,0.87946,0.78358,0.91536,0.90411,0.91106,0.95981,1.0,0.99347,0.90587
0.9615,0.93827,0.97124,0.97832,0.99858,0.9941,0.99386,0.93646,0.99428,0.9723,0.99442,0.98599,0.94883,0.97354,0.95167,0.87607,0.979,0.99442,0.91422,0.92969,0.92113,0.98357,0.85262,0.99247,0.99235,0.98237,0.89308,0.89609,0.88399,0.89588,0.96236,0.95418,0.90614,0.88967,0.85483,0.86494,0.99459,0.98946,0.8561,0.92531,0.88197,0.91868,0.83822,0.94535,0.94199,0.94428,0.9796,0.99347,1.0,0.93842
0.98715,0.99608,0.98405,0.94491,0.94223,0.95696,0.93834,0.98165,0.94319,0.9759,0.91633,0.89457,0.98468,0.952,0.99297,0.97455,0.96696,0.91633,0.99094,0.98825,0.99163,0.86748,0.91473,0.93422,0.92219,0.97153,0.97492,0.97099,0.96457,0.9669,0.99061,0.96318,0.9728,0.97811,0.97098,0.96773,0.95945,0.93096,0.97223,0.97867,0.97874,0.98665,0.96084,0.99476,0.98973,0.99327,0.97861,0.90587,0.93842,1.0